CustomerID,Age,Gender,Location,IncomeLevel,PurchaseFrequency,AvgOrderValue,RecencyDays,TenureDays,Churned,CLV
CUST2182,55,Male,Suburban,Medium,6,39.33,133,827,0,534.67
CUST2183,19,Female,Urban,Medium,7,58.59,125,485,0,544.97
CUST2184,24,Female,Urban,Low,3,33.35,312,1647,0,451.46
CUST2185,35,Male,Urban,High,2,85.65,320,1197,0,561.77
CUST2186,44,Female,Urban,Low,5,58.68,127,1955,1,785.75
CUST2187,51,Male,Rural,Medium,9,36.06,345,1845,1,820.24
CUST2188,44,Male,Urban,Medium,3,84.69,225,1936,1,673.81
CUST2189,34,Male,Urban,Medium,2,60.37,17,1657,0,548.13
CUST2190,60,Male,Urban,Medium,5,36.13,353,253,0,125.22
CUST2191,61,Male,Urban,Medium,1,47.38,311,246,0,31.93
CUST2192,41,Female,Rural,Low,4,27.24,246,185,0,55.23
CUST2193,42,Female,Urban,Medium,6,27.23,137,818,0,366.15
CUST2194,24,Female,Suburban,High,4,74.17,217,1573,0,1278.57
CUST2195,23,Male,Suburban,High,5,32.03,196,65,0,28.52
CUST2196,41,Male,Rural,Low,5,23.25,201,665,1,105.9
CUST2197,50,Male,Suburban,Medium,1,62.71,207,38,1,3.26
CUST2198,46,Male,Rural,High,9,83.19,16,1093,0,2242.03
CUST2199,60,Female,Urban,Medium,3,73.15,13,1522,1,457.54
CUST2200,39,Male,Urban,Medium,2,95.82,78,208,0,109.21
CUST2201,43,Female,Urban,High,6,98.43,214,1694,0,2740.94
CUST2202,45,Female,Rural,High,5,31.99,341,988,1,216.48
CUST2203,38,Male,Urban,Medium,3,43.77,329,530,0,190.67
CUST2204,24,Female,Urban,Medium,4,18.59,119,402,1,40.95
CUST2205,34,Female,Urban,Medium,5,26.74,181,1121,0,410.62
CUST2206,37,Female,Urban,Medium,8,71.45,324,999,1,782.23
CUST2207,58,Female,Urban,Low,3,55.54,330,1719,1,392.36
CUST2208,37,Male,Rural,Low,6,79.13,355,1477,0,1921.23
CUST2209,39,Male,Urban,Medium,9,32.69,137,544,0,438.49
CUST2210,45,Male,Suburban,Low,7,39.03,179,393,0,294.17
CUST2211,57,Male,Suburban,Medium,3,61.87,208,1943,0,988.06
CUST2212,24,Female,Urban,Medium,4,71.13,54,806,0,628.28
CUST2213,18,Male,Urban,Medium,4,17.3,79,1981,1,187.79
CUST2214,49,Female,Urban,Medium,11,45.19,271,1504,0,2048.28
CUST2215,30,Female,Urban,High,4,57.99,118,1569,1,498.56
CUST2216,47,Male,Suburban,Low,5,65.66,106,803,1,361.13
CUST2217,40,Male,Urban,Medium,7,69.61,105,358,0,477.93
CUST2218,36,Female,Urban,High,13,48.51,303,823,0,1421.94
CUST2219,49,Female,Suburban,Medium,8,25.29,118,1951,0,1081.44
CUST2220,47,Female,Rural,Medium,6,11.49,229,991,0,187.18
CUST2221,46,Male,Rural,High,5,46.35,148,399,0,253.34
CUST2222,62,Male,Rural,Low,4,44.22,354,626,0,303.36
CUST2223,46,Male,Suburban,Medium,3,34.08,150,1907,0,534.17
CUST2224,47,Male,Urban,Medium,9,67.86,304,1440,0,2409.49
CUST2225,33,Female,Suburban,Low,7,27.05,256,1600,1,415.01
CUST2226,57,Female,Urban,High,9,36.76,82,1167,1,528.89
CUST2227,36,Female,Suburban,High,6,73.34,16,600,0,723.35
CUST2228,35,Female,Suburban,Medium,7,34.5,193,1091,0,721.85
CUST2229,18,Female,Urban,Low,4,56.46,211,1598,1,494.37
CUST2230,31,Male,Suburban,Low,6,49.81,74,406,1,166.22
CUST2231,64,Male,Rural,Medium,4,54.86,277,1452,0,872.95
CUST2232,19,Female,Urban,Low,2,67.63,61,1256,0,465.44
CUST2233,45,Male,Rural,Medium,4,56.51,24,1255,0,777.21
CUST2234,47,Female,Urban,Medium,5,22.27,23,129,0,39.35
CUST2235,55,Female,Suburban,Medium,3,25.65,343,1451,0,305.9
CUST2236,21,Male,Urban,Medium,6,55.9,258,1503,0,1381.11
CUST2237,18,Female,Suburban,Medium,2,31.61,198,1866,0,323.2
CUST2238,25,Female,Rural,Low,2,69.11,53,845,0,319.99
CUST2239,46,Female,Rural,Medium,5,56.18,139,1993,0,1533.79
CUST2240,56,Female,Suburban,Medium,6,15.68,271,147,0,37.89
CUST2241,20,Female,Urban,Medium,4,87.78,201,450,1,216.44
CUST2242,49,Male,Rural,Medium,2,42.68,164,1296,0,303.09
CUST2243,27,Male,Urban,Medium,5,45.81,92,570,1,178.85
CUST2244,27,Female,Rural,High,7,58.45,23,1280,0,1434.83
CUST2245,36,Female,Urban,Low,9,48.27,88,1554,0,1849.6
CUST2246,63,Male,Urban,Low,5,69.23,182,1905,0,1806.62
CUST2247,51,Male,Suburban,Medium,7,29.64,355,1266,0,719.64
CUST2248,50,Female,Urban,Medium,10,72.94,283,959,0,1916.42
CUST2249,40,Female,Urban,Medium,5,63.62,21,728,0,634.46
CUST2250,45,Female,Urban,High,6,34.51,49,142,1,40.28
CUST2251,49,Female,Urban,Medium,7,55.03,190,402,1,212.13
CUST2252,24,Male,Urban,High,6,74.24,205,328,0,400.29
CUST2253,46,Male,Urban,High,9,60.43,44,1726,1,1285.92
CUST2254,25,Female,Urban,Low,6,52.95,300,1072,0,933.08
CUST2255,18,Male,Urban,Medium,4,62.45,128,805,0,550.93
CUST2256,20,Male,Suburban,Medium,7,64.13,189,700,0,860.92
CUST2257,41,Male,Urban,Low,3,39.88,170,40,0,13.11
CUST2258,40,Female,Rural,Medium,4,53.14,279,37,0,21.55
CUST2259,25,Female,Rural,Medium,3,66.97,201,1206,0,663.83
CUST2260,64,Male,Urban,Low,5,52.66,125,1678,0,1210.46
CUST2261,54,Male,Suburban,Medium,2,35.65,292,1713,0,334.62
CUST2262,20,Female,Rural,Medium,3,55.6,311,1603,0,732.55
CUST2263,50,Other,Rural,Low,3,42.19,16,1188,0,411.96
CUST2264,45,Male,Suburban,Medium,7,61.64,345,1426,0,1685.73
CUST2265,64,Female,Urban,Low,4,78.54,274,490,0,421.75
CUST2266,25,Male,Suburban,Medium,7,63.54,294,1988,1,1211.26
CUST2267,51,Female,Suburban,Low,5,33.53,20,1288,0,591.6
CUST2268,52,Male,Suburban,High,3,56.03,19,284,0,130.79
CUST2269,49,Male,Urban,Medium,7,10.0,13,615,0,117.95
CUST2270,41,Female,Rural,Low,4,48.01,17,1381,1,363.3
CUST2271,31,Female,Rural,Medium,4,68.8,206,391,0,294.8
CUST2272,49,Male,Urban,Medium,5,58.04,30,1427,0,1134.56
CUST2273,63,Female,Urban,Medium,3,52.2,299,1032,0,442.77
CUST2274,60,Male,Urban,Medium,6,92.6,304,817,1,621.82
CUST2275,33,Female,Rural,Medium,9,15.9,43,238,0,93.31
CUST2276,21,Male,Suburban,Low,3,20.38,93,296,0,49.58
CUST2277,54,Female,Suburban,Low,2,59.64,66,685,0,223.85
CUST2278,38,Male,Urban,Medium,2,67.96,119,1026,0,382.07
CUST2279,31,Female,Suburban,Medium,7,68.78,309,583,0,769.02
CUST2280,48,Female,Urban,Medium,5,38.54,72,765,1,201.94
CUST2281,35,Female,Urban,High,8,33.12,334,1911,0,1387.23
CUST2282,24,Female,Suburban,Medium,6,30.17,162,1559,0,773.18
CUST2283,27,Female,Rural,Medium,4,56.45,330,1617,0,1000.32
CUST2284,24,Male,Rural,Medium,4,30.34,328,450,0,149.62
CUST2285,50,Male,Rural,Low,7,72.29,269,337,0,467.21
CUST2286,40,Female,Urban,High,2,49.56,218,166,0,45.08
CUST2287,38,Male,Urban,Medium,2,35.93,254,1472,0,289.8
CUST2288,36,Female,Suburban,Medium,5,36.01,59,224,0,110.5
CUST2289,36,Other,Rural,Low,6,19.36,32,1148,0,365.35
CUST2290,53,Male,Urban,Medium,6,34.12,339,1543,1,432.72
CUST2291,46,Female,Urban,High,3,38.94,120,1956,0,626.03
CUST2292,35,Male,Urban,Low,13,58.16,310,1311,1,1357.84
CUST2293,19,Female,Suburban,High,6,48.02,2,1078,0,850.94
CUST2294,18,Male,Urban,Medium,4,32.81,118,1285,0,462.04
CUST2295,64,Male,Urban,Medium,7,25.5,37,1385,0,677.32
CUST2296,22,Female,Urban,Medium,4,45.26,97,635,0,314.96
CUST2297,37,Female,Urban,High,9,10.0,359,1043,0,257.18
CUST2298,28,Female,Rural,Low,4,43.64,257,891,1,213.06
CUST2299,59,Female,Urban,Low,4,72.31,128,250,1,99.05
CUST2300,19,Male,Suburban,High,8,45.99,359,326,0,328.61
CUST2301,20,Female,Suburban,Medium,4,53.19,156,1256,1,366.06
CUST2302,40,Male,Rural,Low,7,50.76,145,1040,0,1012.42
CUST2303,29,Female,Urban,Medium,4,22.3,57,372,1,45.46
CUST2304,37,Female,Rural,Medium,2,85.15,70,622,0,290.21
CUST2305,22,Female,Suburban,Medium,5,41.85,44,1258,1,360.6
CUST2306,54,Female,Rural,Low,4,49.93,212,921,0,503.95
CUST2307,55,Male,Rural,Medium,5,36.89,175,106,1,26.78
CUST2308,47,Female,Urban,Low,2,72.76,141,1603,0,639.09
CUST2309,26,Male,Urban,Medium,4,20.83,76,736,0,168.01
CUST2310,51,Female,Urban,High,3,76.05,158,1095,0,684.45
CUST2311,61,Male,Suburban,Medium,4,43.91,85,1508,1,362.83
CUST2312,52,Female,Urban,Low,6,39.33,322,1235,0,798.45
CUST2313,39,Female,Urban,Low,9,37.44,309,786,0,725.62
CUST2314,61,Male,Urban,Medium,6,86.17,18,1248,0,1767.78
CUST2315,41,Male,Urban,Medium,8,17.9,284,619,1,121.43
CUST2316,34,Female,Urban,Medium,4,39.3,42,1885,0,811.84
CUST2317,27,Male,Urban,Medium,5,24.18,134,417,0,138.12
CUST2318,47,Male,Urban,Medium,5,13.75,102,956,1,90.03
CUST2319,63,Male,Urban,Medium,6,76.11,137,666,0,833.25
CUST2320,40,Male,Urban,Low,3,49.46,222,170,0,69.11
CUST2321,49,Female,Urban,Low,2,26.78,229,1080,0,158.48
CUST2322,34,Female,Rural,Low,2,66.58,294,1368,1,249.54
CUST2323,34,Male,Suburban,Medium,5,41.99,306,1374,0,790.33
CUST2324,31,Male,Urban,High,3,37.07,316,477,0,145.33
CUST2325,26,Male,Urban,Medium,4,61.51,119,1846,1,622.18
CUST2326,57,Male,Rural,Low,10,41.56,99,322,0,366.64
CUST2327,19,Male,Rural,Low,4,30.74,350,1807,1,304.37
CUST2328,62,Male,Rural,Low,6,63.91,324,1289,0,1354.19
CUST2329,42,Male,Suburban,Medium,7,47.17,159,744,0,673.04
CUST2330,56,Female,Urban,Medium,7,64.93,239,486,0,605.18
CUST2331,26,Male,Urban,Medium,6,41.94,320,921,0,634.96
CUST2332,39,Female,Urban,Low,3,70.38,335,868,0,502.11
CUST2333,60,Female,Rural,Low,1,50.28,189,683,0,94.09
CUST2334,63,Female,Suburban,Low,6,71.19,309,1659,1,970.72
CUST2335,21,Female,Suburban,Low,6,70.53,249,693,0,803.46
CUST2336,43,Female,Urban,Medium,5,74.73,26,794,1,406.41
CUST2337,46,Female,Rural,Low,5,51.37,189,1120,0,788.14
CUST2338,62,Female,Urban,Medium,3,57.65,140,205,0,97.14
CUST2339,51,Female,Urban,Medium,7,45.39,181,539,1,234.6
CUST2340,40,Female,Urban,High,9,32.05,21,1668,0,1318.18
CUST2341,54,Female,Suburban,High,2,90.07,163,1144,1,282.3
CUST2342,28,Male,Urban,Medium,10,34.96,71,734,0,703.03
CUST2343,23,Male,Rural,Low,6,68.1,82,1219,0,1364.61
CUST2344,35,Male,Urban,Medium,6,64.52,155,631,0,669.24
CUST2345,38,Female,Suburban,Medium,4,53.62,316,867,0,509.46
CUST2346,59,Female,Suburban,Low,5,46.9,355,1880,0,1207.84
CUST2347,53,Female,Urban,Medium,5,47.1,47,1031,1,332.6
CUST2348,58,Female,Rural,High,8,36.86,194,1833,0,1480.86
CUST2349,55,Male,Suburban,Medium,1,51.89,224,1491,0,211.97
CUST2350,51,Male,Suburban,Low,3,26.37,237,80,1,8.67
CUST2351,34,Female,Rural,Low,4,64.95,280,1731,1,616.05
CUST2352,54,Female,Suburban,Medium,4,45.43,10,715,0,355.97
CUST2353,42,Other,Urban,Low,3,30.76,152,1792,0,453.06
CUST2354,55,Male,Suburban,Medium,11,24.47,344,295,0,217.55
CUST2355,29,Female,Urban,Medium,7,47.36,104,1574,0,1429.62
CUST2356,40,Female,Urban,Low,5,48.06,124,1140,0,750.53
CUST2357,59,Female,Urban,High,4,39.64,185,635,1,137.93
CUST2358,39,Female,Suburban,Medium,5,60.05,290,1105,0,908.98
CUST2359,38,Female,Suburban,Low,6,56.97,41,1232,0,1153.76
CUST2360,44,Male,Urban,Medium,4,51.14,11,1331,1,372.97
CUST2361,48,Female,Suburban,Medium,8,31.48,218,1292,0,891.44
CUST2362,23,Female,Rural,Medium,6,35.2,1,614,1,177.64
CUST2363,44,Female,Urban,High,7,22.07,171,368,0,155.76
CUST2364,57,Female,Urban,Medium,5,46.17,338,1125,0,711.52
CUST2365,51,Male,Suburban,High,5,61.21,282,403,1,168.96
CUST2366,29,Male,Urban,Medium,5,25.78,53,609,0,215.07
CUST2367,62,Other,Suburban,Medium,1,38.78,125,546,1,29.01
CUST2368,24,Female,Urban,High,5,48.94,175,1904,0,1276.46
CUST2369,27,Female,Urban,Medium,5,61.18,265,1291,1,540.98
CUST2370,62,Male,Suburban,Low,4,20.46,265,1519,0,340.59
CUST2371,34,Female,Suburban,Medium,8,94.4,199,150,0,310.36
CUST2372,43,Female,Rural,Medium,4,65.05,256,1466,0,1045.08
CUST2373,38,Female,Rural,Low,5,38.02,172,1776,0,924.98
CUST2374,45,Male,Suburban,High,8,28.59,59,1827,0,1144.85
CUST2375,63,Female,Suburban,Low,4,55.67,106,866,0,528.33
CUST2376,19,Female,Urban,Low,9,59.44,125,599,0,877.92
CUST2377,60,Male,Suburban,High,8,30.19,16,72,0,47.64
CUST2378,18,Female,Urban,Medium,5,27.72,38,1557,1,295.62
CUST2379,53,Female,Rural,Low,5,32.13,243,1250,0,550.17
CUST2380,43,Female,Urban,Medium,6,51.29,210,101,0,85.16
CUST2381,46,Female,Suburban,Medium,9,51.54,315,120,0,152.5
CUST2382,38,Male,Urban,Low,5,93.29,285,1602,0,2047.27
CUST2383,28,Male,Suburban,High,6,10.0,168,520,1,42.74
CUST2384,57,Male,Rural,Medium,7,36.57,264,1879,0,1317.82
CUST2385,28,Male,Urban,Medium,8,39.42,98,778,0,672.19
CUST2386,53,Female,Rural,Medium,7,59.73,134,1027,0,1176.44
CUST2387,56,Male,Urban,Medium,3,60.53,181,412,1,102.49
CUST2388,57,Female,Suburban,Low,4,46.01,222,834,0,420.52
CUST2389,52,Other,Rural,Low,2,80.22,364,1519,1,333.85
CUST2390,51,Female,Urban,Medium,5,27.68,149,1207,0,457.67
CUST2391,64,Female,Rural,High,5,36.08,244,199,1,49.18
CUST2392,41,Female,Urban,Low,3,23.69,313,1325,0,257.99
CUST2393,39,Female,Urban,Medium,3,47.07,76,947,1,183.19
CUST2394,22,Male,Rural,High,6,43.37,262,1163,0,829.14
CUST2395,50,Male,Urban,Low,7,65.72,231,180,0,226.87
CUST2396,53,Female,Rural,Low,4,87.07,191,460,1,219.46
CUST2397,64,Female,Rural,Medium,7,79.81,134,480,0,734.69
CUST2398,37,Female,Urban,Medium,5,25.54,309,672,0,235.11
CUST2399,36,Female,Suburban,Low,2,51.07,252,809,1,113.19
CUST2400,52,Female,Urban,Medium,5,65.49,245,52,0,46.65
CUST2401,60,Male,Urban,Medium,3,63.37,265,396,0,206.26
CUST2402,34,Other,Urban,Medium,4,96.29,325,680,0,717.56
CUST2403,62,Female,Urban,Low,4,45.6,330,849,0,424.27
CUST2404,60,Male,Urban,Medium,3,51.56,343,268,1,56.79
CUST2405,51,Female,Urban,Medium,3,94.82,4,463,0,360.84
CUST2406,26,Male,Rural,High,7,58.4,37,733,0,820.96
CUST2407,43,Female,Rural,High,2,38.06,71,1180,0,246.09
CUST2408,19,Female,Suburban,Medium,1,30.5,262,971,0,81.14
CUST2409,26,Male,Suburban,Medium,4,54.18,237,570,1,169.22
CUST2410,26,Female,Rural,Medium,3,71.33,307,662,1,194.06
CUST2411,57,Female,Urban,Low,5,71.08,355,227,0,221.03
CUST2412,34,Male,Suburban,Low,4,32.56,178,1739,0,620.51
CUST2413,18,Male,Rural,Medium,5,52.07,96,1709,1,609.5
CUST2414,42,Female,Urban,Low,4,40.98,227,511,0,229.49
CUST2415,60,Male,Suburban,Low,7,47.04,11,1232,0,1111.43
CUST2416,57,Male,Rural,High,4,68.11,266,898,0,670.28
CUST2417,59,Male,Rural,Low,10,49.0,189,552,0,741.04
CUST2418,42,Male,Suburban,Low,4,63.05,209,680,1,234.93
CUST2419,56,Female,Urban,Low,7,63.65,13,988,0,1206.04
CUST2420,52,Female,Urban,Medium,3,37.78,162,466,1,72.35
CUST2421,20,Male,Urban,Medium,4,74.58,60,1818,0,1485.88
CUST2422,54,Female,Suburban,Medium,5,28.1,5,886,0,341.05
CUST2423,61,Male,Urban,Medium,7,24.73,202,343,1,81.34
CUST2424,61,Female,Rural,Medium,2,40.45,12,48,1,5.32
CUST2425,47,Other,Urban,High,3,30.5,341,1213,1,152.04
CUST2426,55,Male,Urban,High,8,62.11,240,847,0,1153.03
CUST2427,51,Female,Urban,High,2,101.27,225,151,1,41.9
CUST2428,29,Female,Suburban,Medium,10,72.56,182,101,0,200.78
CUST2429,36,Male,Urban,Low,3,33.66,297,1108,0,306.54
CUST2430,54,Male,Urban,Low,8,30.04,304,489,0,321.96
CUST2431,61,Male,Urban,Low,4,69.55,307,198,0,150.91
CUST2432,34,Female,Urban,Medium,10,26.33,178,1664,1,600.18
CUST2433,27,Other,Urban,High,4,30.3,118,611,0,202.89
CUST2434,64,Female,Rural,Medium,8,57.38,352,1202,0,1511.69
CUST2435,29,Female,Suburban,Low,4,39.16,76,658,0,282.38
CUST2436,33,Female,Urban,Medium,5,52.39,46,55,0,39.47
CUST2437,41,Female,Rural,High,6,43.39,227,1301,0,927.95
CUST2438,36,Female,Rural,Medium,5,49.44,356,1950,0,1320.66
CUST2439,25,Male,Suburban,High,5,67.49,294,750,0,693.39
CUST2440,48,Female,Suburban,High,2,62.43,240,1280,0,437.87
CUST2441,38,Female,Rural,High,6,68.34,348,1976,1,1109.92
CUST2442,34,Male,Rural,Medium,5,62.79,141,1999,0,1719.41
CUST2443,40,Female,Suburban,Medium,5,64.17,204,1679,0,1475.91
CUST2444,54,Male,Urban,Low,3,49.96,150,1759,1,361.15
CUST2445,33,Female,Suburban,Low,5,20.91,130,1537,0,440.26
CUST2446,23,Female,Suburban,Medium,7,47.85,349,1886,1,865.36
CUST2447,25,Male,Urban,Low,4,56.32,333,1063,0,656.09
CUST2448,42,Male,Urban,High,4,51.48,269,1148,1,323.83
CUST2449,35,Male,Rural,Low,7,58.4,313,150,0,168.0
CUST2450,42,Female,Suburban,High,5,91.22,137,155,0,193.69
CUST2451,29,Male,Urban,Medium,5,39.97,116,578,0,316.47
CUST2452,32,Female,Suburban,Medium,3,41.9,351,1122,0,386.4
CUST2453,43,Male,Urban,High,7,74.17,161,326,1,231.86
CUST2454,58,Other,Urban,Medium,9,52.49,155,715,0,925.41
CUST2455,62,Female,Suburban,Medium,8,59.09,173,1554,0,2012.62
CUST2456,43,Female,Urban,Low,7,38.16,130,1002,0,733.3
CUST2457,64,Female,Urban,Medium,5,35.35,79,1098,1,265.85
CUST2458,49,Female,Rural,Low,7,25.86,57,664,1,164.65
CUST2459,27,Female,Urban,Medium,3,53.45,351,411,0,180.56
CUST2460,33,Male,Urban,Medium,7,30.43,57,1080,0,630.28
CUST2461,24,Male,Rural,Medium,13,27.97,363,734,0,731.2
CUST2462,34,Male,Suburban,Medium,6,63.22,335,526,0,546.64
CUST2463,40,Male,Suburban,Medium,5,37.31,134,881,0,450.28
CUST2464,43,Male,Rural,Medium,3,26.0,14,1189,0,254.09
CUST2465,38,Female,Urban,High,8,23.93,283,736,1,193.01
CUST2466,39,Other,Suburban,Medium,2,68.23,294,1102,1,206.0
CUST2467,24,Male,Suburban,Medium,7,47.87,147,1661,0,1524.89
CUST2468,31,Female,Rural,Medium,3,42.01,127,1560,0,538.65
CUST2469,32,Male,Suburban,High,6,53.43,260,150,1,65.87
CUST2470,24,Female,Suburban,Medium,2,51.53,314,1814,0,512.19
CUST2471,26,Female,Urban,Medium,6,39.41,218,1270,0,822.75
CUST2472,25,Female,Urban,Medium,1,43.33,233,655,1,38.88
CUST2473,40,Other,Suburban,Medium,7,64.61,168,555,0,687.7
CUST2474,46,Male,Suburban,Low,3,66.5,143,1627,0,889.28
CUST2475,35,Female,Suburban,Medium,6,33.24,260,1096,0,598.87
CUST2476,48,Female,Urban,Medium,0,75.59,218,1976,0,0.0
CUST2477,47,Male,Suburban,High,5,90.18,308,781,0,964.8
CUST2478,56,Female,Suburban,Medium,5,44.17,146,125,0,75.63
CUST2479,52,Male,Rural,Medium,5,43.69,99,56,0,33.52
CUST2480,35,Female,Suburban,Low,5,32.04,182,865,1,189.83
CUST2481,59,Male,Rural,High,5,36.63,169,1948,0,977.47
CUST2482,56,Male,Rural,High,2,56.47,233,1295,0,400.7
CUST2483,34,Female,Suburban,Low,6,96.34,93,516,0,817.17
CUST2484,31,Female,Suburban,Low,5,64.57,117,269,0,237.94
CUST2485,48,Male,Rural,Medium,7,43.36,4,1357,1,564.21
CUST2486,41,Male,Suburban,Medium,4,41.51,85,96,0,43.67
CUST2487,52,Female,Rural,Medium,9,36.72,167,1334,0,1207.84
CUST2488,61,Male,Suburban,Low,4,71.2,7,1245,0,971.44
CUST2489,62,Male,Suburban,Low,2,45.14,232,1172,0,289.89
CUST2490,51,Female,Urban,Medium,5,59.09,251,1205,0,975.39
CUST2491,20,Female,Urban,Medium,5,45.27,85,1830,0,1134.85
CUST2492,54,Male,Rural,Medium,6,92.36,319,1445,0,2193.87
CUST2493,60,Female,Suburban,Medium,5,39.32,193,260,1,70.02
CUST2494,57,Female,Suburban,Low,2,35.93,123,380,1,37.41
CUST2495,43,Female,Rural,Medium,8,40.37,89,790,1,349.5
CUST2496,40,Female,Suburban,Low,4,58.48,95,1624,1,520.39
CUST2497,61,Male,Suburban,Medium,6,78.69,300,1582,1,1023.19
CUST2498,56,Male,Suburban,Medium,6,58.52,358,1224,1,588.73
CUST2499,32,Male,Suburban,Low,5,64.13,45,892,0,783.62
CUST2500,21,Female,Urban,Low,6,61.35,253,1185,0,1195.06
CUST2501,46,Male,Urban,Low,4,16.7,51,386,1,35.32
CUST2502,39,Female,Urban,Medium,9,49.68,65,1701,0,2083.7
CUST2503,42,Male,Urban,High,4,43.66,54,1095,0,523.92
CUST2504,30,Male,Suburban,Low,6,47.18,222,1358,0,1053.21
CUST2505,35,Female,Urban,High,7,33.54,72,1059,0,681.18
CUST2506,50,Male,Urban,Low,4,67.37,168,358,0,264.31
CUST2507,33,Male,Urban,High,1,50.97,186,1223,0,170.78
CUST2508,62,Female,Urban,Medium,4,50.85,143,1853,0,1032.6
CUST2509,59,Male,Suburban,Medium,4,47.06,19,940,1,242.39
CUST2510,61,Female,Rural,Medium,6,37.41,10,367,1,112.84
CUST2511,19,Female,Suburban,Medium,4,14.36,272,1780,1,140.06
CUST2512,52,Male,Urban,High,1,55.43,171,1122,1,85.2
CUST2513,59,Female,Urban,Medium,3,52.27,364,911,0,391.38
CUST2514,51,Female,Urban,Medium,12,60.68,16,568,0,1133.14
CUST2515,47,Male,Suburban,Low,1,51.45,80,766,0,107.97
CUST2516,30,Male,Urban,Low,3,28.41,284,1887,1,220.31
CUST2517,30,Male,Suburban,High,5,34.1,190,1560,0,728.71
CUST2518,35,Female,Urban,Medium,4,76.79,148,1799,1,756.96
CUST2519,49,Male,Rural,Medium,6,56.38,163,1539,0,1426.34
CUST2520,49,Female,Urban,Medium,5,66.06,265,472,1,213.56
CUST2521,52,Female,Urban,High,3,68.38,360,953,0,535.61
CUST2522,56,Female,Rural,Medium,8,30.33,138,949,1,315.43
CUST2523,63,Male,Urban,Medium,5,43.19,301,80,0,47.33
CUST2524,46,Male,Urban,Medium,7,63.62,30,178,0,217.18
CUST2525,46,Female,Suburban,Medium,3,33.69,304,1980,0,548.27
CUST2526,61,Male,Suburban,Low,10,41.84,168,1640,1,939.97
CUST2527,33,Male,Suburban,High,9,39.61,91,1871,0,1827.38
CUST2528,61,Male,Urban,Medium,7,35.24,91,1145,1,386.92
CUST2529,64,Male,Urban,High,4,47.4,211,397,1,103.11
CUST2530,27,Female,Urban,Low,2,40.28,330,1989,1,219.5
CUST2531,47,Male,Urban,Low,5,42.03,300,609,0,350.63
CUST2532,42,Male,Rural,High,6,55.37,174,1800,0,1638.35
CUST2533,56,Male,Suburban,Medium,7,69.96,134,1927,0,2585.45
CUST2534,37,Female,Urban,Medium,6,65.29,24,685,1,367.59
CUST2535,22,Female,Suburban,Medium,8,53.53,201,105,1,61.6
CUST2536,18,Male,Urban,Medium,3,82.79,219,1139,1,387.53
CUST2537,47,Female,Rural,Medium,4,63.18,7,256,0,177.25
CUST2538,20,Female,Urban,Low,3,66.09,6,1416,0,769.18
CUST2539,62,Female,Urban,High,7,46.74,118,988,1,442.81
CUST2540,31,Female,Suburban,High,6,42.27,161,1621,0,1126.35
CUST2541,47,Male,Suburban,Low,7,57.52,85,621,1,342.52
CUST2542,21,Male,Suburban,High,5,68.12,248,53,0,49.46
CUST2543,35,Male,Urban,High,4,53.49,166,1792,0,1050.46
CUST2544,54,Male,Urban,Medium,5,37.34,145,57,1,14.58
CUST2545,42,Other,Urban,Medium,5,24.33,31,150,0,49.99
CUST2546,18,Male,Urban,Medium,3,18.37,220,1543,0,232.97
CUST2547,63,Male,Rural,Low,4,50.85,133,1658,1,461.97
CUST2548,32,Female,Urban,Medium,6,66.32,64,882,0,961.55
CUST2549,26,Female,Urban,High,10,10.0,76,653,1,89.45
CUST2550,32,Male,Suburban,Medium,5,37.85,131,919,1,238.25
CUST2551,41,Male,Urban,Medium,2,34.59,312,1398,0,264.97
CUST2552,21,Male,Suburban,Low,7,57.59,319,60,0,66.27
CUST2553,29,Female,Rural,Low,3,36.66,361,1708,0,514.65
CUST2554,54,Male,Urban,Medium,3,25.39,38,1932,0,403.18
CUST2555,54,Male,Rural,Low,6,37.82,54,1863,0,1158.22
CUST2556,60,Female,Suburban,Medium,6,34.69,130,1280,1,364.96
CUST2557,23,Male,Urban,Medium,6,50.26,218,899,0,742.75
CUST2558,56,Female,Urban,Medium,3,45.7,2,1303,0,489.43
CUST2559,63,Female,Urban,Medium,7,58.85,246,79,0,89.16
CUST2560,41,Male,Suburban,Medium,11,49.87,140,755,0,1134.71
CUST2561,28,Female,Suburban,Medium,9,70.3,296,1945,0,3371.51
CUST2562,30,Female,Rural,Low,6,41.04,258,418,1,141.0
CUST2563,51,Male,Rural,Low,3,62.4,105,973,0,499.03
CUST2564,42,Female,Suburban,Low,3,56.36,336,1834,0,849.57
CUST2565,24,Female,Suburban,High,4,44.09,185,1341,0,647.94
CUST2566,21,Female,Urban,Low,8,63.76,303,1760,0,2459.56
CUST2567,25,Male,Suburban,Medium,4,33.96,244,1819,0,676.97
CUST2568,37,Other,Urban,High,5,74.8,164,1644,1,842.27
CUST2569,46,Male,Suburban,Medium,10,34.47,132,1044,0,985.94
CUST2570,62,Male,Urban,Low,7,23.19,203,504,0,224.15
CUST2571,63,Male,Urban,High,5,21.63,210,785,0,232.6
CUST2572,27,Male,Urban,Low,5,51.82,347,632,0,448.63
CUST2573,60,Female,Urban,Medium,3,38.72,101,955,0,303.93
CUST2574,51,Male,Suburban,High,6,53.62,271,1059,0,933.43
CUST2575,43,Male,Urban,Medium,4,27.95,49,822,0,251.78
